Landing Page,Product Brand,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,,,,
/product/the-fold-hampstead-coat/VQmEMeSwy9xVQnbP,The Fold,36,44.44%,16,33.33%,1.03,,,,
/product/whistles-agnes-bubble-leather-biker/WJBbpsnnfAAFx0Pa,Whistles,36,33.33%,12,22.22%,1.36,,,,
/product/diesel-d-stella-ma-boots/WJfcj0zt_QAG2lgK,Diesel,35,40.00%,14,31.43%,1.14,,,,
/product/me-and-em-cross-body-clutch/WIfhucnnfAAFKlb-,ME+EM,35,40.00%,14,37.14%,1.26,,,,
/product/rag-and-bone-vintage-t-shirt/WKcXu8nnfAAH8Geb,rag & bone,35,45.71%,16,37.14%,1.17,,,,
/product/reiss-halley-ring/V1ckzOSwrRkXjIN4,Reiss,35,34.29%,12,28.57%,1.29,,,,
/product/and-other-stories-galaxy-print-shirt/V8dYJM_0fgAHCron,& Other Stories,34,91.18%,31,26.47%,1.12,,,,
/product/jaded-london-sequin-bomber-jacket/Vna9iOSws_-P58iP,Jaded London,34,91.18%,31,76.47%,1.09,,,,
/product/kurt-geiger-dare-boots/WJg_5Uzt_QAGvHJp,Kurt Geiger,34,50.00%,17,41.18%,1.29,,,,
/product/marks-and-spencer-beige-trench-coat/VuxG2-Sw9jYVIZZh,Marks and Spencer,34,26.47%,9,23.53%,1.18,,,,
/product/selected-femme-lena-grained-ankle-boots/WFzkgcnnfAAGSir0,Selected Femme,34,35.29%,12,29.41%,1.29,,,,
/product/cartier-jeanne-toussaint-mini-tote-bag/VBWj3uSwzYsbmqkw,Cartier,33,100.00%,33,75.76%,1.24,,,,
/product/finery-aintree-dress/WKG3W8nnfAAGaeNh,Finery,33,36.36%,12,33.33%,1.79,,,,
/product/french-connection-toyen-london-sweatshirt/WKGBI8nnfAAGaNIk,French Connection,33,30.30%,10,27.27%,1.06,,,,
/product/next-gingham-shirt-dress/ViUEhOSwJXqa56-3,Next,33,100.00%,33,63.64%,1.21,,,,
/product/ted-baker-shlim-pointed-pumps/WKGe2snnfAAFaXTJ,Ted Baker,33,51.52%,17,45.45%,1.03,,,,
/product/and-other-stories-flower-bucket-bag/WH3vksnnfAAFL3xS,& Other Stories,32,28.12%,9,21.88%,1.19,,,,
/product/jaeger-leather-ring-handle-tote/WMFUIUzt_QAFVWxT,Jaeger,32,37.50%,12,31.25%,1.22,,,,
/product/alesha-dixon-for-little-black-dress-watercolour-bandeau-dress/VyHgw-SwI8hLsjfS,Alesha Dixon for Little Black Dress,31,83.87%,26,61.29%,1.1,,,,
/product/french-connection-goldenberg-leather-trousers/WEkrUcnnfAAFsTjJ,French Connection,31,51.61%,16,41.94%,1.13,,,,
/product/reiss-mckayla-lace-insert-leather-skirt/VgUgK-SwD9qr6mm4,Reiss,31,100.00%,31,90.32%,1,,,,
/product/sezane-camel-coat/VhJaj-Sw0EmAuGJs,SÃ©zane,31,90.32%,28,45.16%,1.29,,,,
/product/wildfox-sonic-t-shirt/WI-Qs8_0fgAFHUtk,Wildfox,31,51.61%,16,41.94%,1.39,,,,
/product/cartier-amulette-de-cartier-bracelet/VUjJYOSw9RWyWVw0,Cartier,30,100.00%,30,76.67%,1.27,,,,
/product/kurt-geiger-trance-knee-high-boots/V_4ITsnnfAAFhmeZ,Kurt Geiger,30,50.00%,15,36.67%,1.17,,,,
/product/mango-quilted-chain-bag/WLcw78nnfAAF_fK1,Mango,30,50.00%,15,33.33%,1.2,,,,
/product/mint-velvet-longline-coat/WLSyqcnnfAAFX4zR,Mint Velvet,30,43.33%,13,43.33%,1.77,,,,
/product/new-look-mini-backpack/VvrlQeSwLCjBU01X,New Look,30,93.33%,28,56.67%,1.3,,,,
/product/nine-by-savannah-miller-embroidered-lace-up-trainers/WHTTWsnnfAAFAsFh,Nine by Savannah Miller,30,80.00%,24,46.67%,1.7,,,,
/product/self-portrait-striped-frill-asymmetric-shirt/WKNg3snnfAAGGDWX,Self Portrait,30,93.33%,28,66.67%,1.27,,,,
/product/topshop-slogan-puffer-jacket/WASNg1L6_wAG0Awh,Topshop,30,73.33%,22,23.33%,1.1,,,,
/product/torrid-rebel-wilson-t-shirt/VmFtHeSwBXNhV88O,Torrid,30,96.67%,29,93.33%,1,,,,
/product/whistles-union-crossbody-bag/WMlv30zt_QAGZLY1,Whistles,30,36.67%,11,26.67%,1.27,,,,
/product/acne-college-h-k-swan/U3THEuSwDgp4eQed,Acne Studios,29,13.79%,4,3.45%,1.17,,,,
/product/and-other-stories-frills-and-flounce-dress/WGPyRUzt_QAGlIRc,& Other Stories,29,24.14%,7,17.24%,3.03,,,,
/product/asos-denim-raw-edge-asymmetric-wrap-mini-skirt/VVuDx-Swu1wsPVwU,ASOS,29,89.66%,26,62.07%,1.17,,,,
/product/finery-holmewood-tie-hem-trouser/WJO4JMnnfAAFPbTM,Finery,29,37.93%,11,34.48%,1.17,,,,
/product/french-connection-goldenberg-skirt/WH3kUcnnfAAF-1iy,French Connection,29,48.28%,14,37.93%,1.24,,,,
/product/ganni-veda-suede-shoes/WJRbfMnnfAAG_8RM,Ganni,29,79.31%,23,58.62%,1.21,,,,
/product/jigsaw-double-face-oval-coat/WLavHsnnfAAF_Y9M,Jigsaw,29,65.52%,19,62.07%,1,,,,
/product/mango-belted-trench-coat/WI8sVlL6_wAGhRxz,Mango,29,51.72%,15,34.48%,1.28,,,,
/product/marks-and-spencer-autograph-leather-a-line-skirt/WIaq8cnnfAAHuRE8,Marks and Spencer - Autograph,29,34.48%,10,31.03%,1.1,,,,
/product/next-metallic-pleated-skirt/V3uGdEzt_QAFGzbG,Next,29,96.55%,28,75.86%,1.21,,,,
/product/oliver-bonas-adora-jersey-tie-dress/V49JqUzt_QAFKfMv,Oliver Bonas,29,31.03%,9,24.14%,1.34,,,,
/product/sandro-short-star-denim-jacket/WJCFPVL6_wAHGEW7,Sandro,29,79.31%,23,55.17%,1.48,,,,
/product/ted-baker-contrast-detail-leather-trainers/WMvXL8nnfAAF7RNu,Ted Baker,29,27.59%,8,17.24%,1.1,,,,
/product/urban-outfitters-animal-print-balloon-sleeve-jumper/WAfkt8nnfAAFcAp7,Urban Outfitters,29,37.93%,11,34.48%,1.1,,,,
/product/whistles-marlene-lace-panel-dress/WC7e6Ezt_QAFtbFF,Whistles,29,48.28%,14,37.93%,1.21,,,,
/product/dune-london-odelle-peep-toe-ankle-boot/WFPPikzt_QAGYlRO,Dune London,28,46.43%,13,39.29%,1.36,,,,
/product/finery-dress/WH3v0MnnfAAFL3yI,Finery,28,35.71%,10,35.71%,1.21,,,,
/product/isabel-marant-dabbs-ankle-boots/WGsIJs_0fgAGGUYe,Isabel Marant,28,50.00%,14,39.29%,1.11,,,,
/product/jigsaw-stripe-drop-sleeve-tee/WJCOws_0fgAHPBn7,Jigsaw,28,21.43%,6,17.86%,1.14,,,,
/product/me-and-em-forever-summer-breton-top/WKb2p0zt_QAGg5nU,ME+EM,28,14.29%,4,7.14%,1.11,,,,
/product/oliver-peoples-gregory-peck-tortoiseshell-round-frame-glasses/U_RzXeSwBwzZJBR-,Oliver Peoples,28,100.00%,28,78.57%,1.21,,,,
/product/realisation-the-ozzie-dress/VplWWOSw59zlkn8f,Realisation,28,92.86%,26,67.86%,1.32,,,,
/product/reiss-elle-knot-front-dress/WKG-p8nnfAAGafIT,Reiss,28,46.43%,13,42.86%,1,,,,
/product/rosetta-getty-off-the-shoulder-top/V82Rhs_0fgAGM8EE,Rosetta Getty,28,96.43%,27,60.71%,1.25,,,,
/product/warehouse-faux-leather-biker-jacket/V7w7VlL6_wAIkudT,Warehouse,28,25.00%,7,21.43%,1.14,,,,
/product/zara-floral-embroidered-skirt/VyC0g-Swy7jigZTu,Zara,28,96.43%,27,64.29%,1.18,,,,
/product/carvela-kurt-geiger-leighton-loafers/WKr8lEzt_QAGEjp-,Carvela Kurt Geiger,27,59.26%,16,51.85%,1.19,,,,
/product/dodo-bar-or-nathanaiel-tassel-embellished-cotton-top/WIsfxVL6_wAH54kc,Dodo Bar Or,27,25.93%,7,25.93%,1.41,,,,
/product/finery-baythorne-shirt/WKeAm0zt_QAGhJ9H,Finery,27,25.93%,7,25.93%,1.37,,,,
/product/iro-pacson-twist-front-dress/WLBcbUzt_QAGaA_w,IRO,27,37.04%,10,33.33%,1.15,,,,
/product/nina-kaufmann-milla-smock-dress/VUDB9eSwV5Cptvhc,Nina Kaufmann,27,81.48%,22,55.56%,1.26,,,,
/product/reiss-somerset-longline-trench-coat/WKVy2kzt_QAFzDP_,Reiss,27,48.15%,13,40.74%,1.15,,,,
/product/ted-baker-damica-tribal-stripe-dress/Vs8ngeSwr-oCPJhd,Ted Baker,27,100.00%,27,88.89%,1.11,,,,
/product/adidas-gazelle-og-platform-up-ef/U-3kn-SwB81y7-Fd,adidas,26,88.46%,23,46.15%,1.15,,,,
/product/alexander-mcqueen-stud-booties/WAi2LsnnfAAFcq19,Alexander McQueen,26,3.85%,1,3.85%,1.04,,,,
/product/balenciaga-oversized-shell-parka/V_tQvMnnfAAGipLg,Balenciaga,26,80.77%,21,26.92%,1.5,,,,
/product/balenciaga-striped-shirt/WKwFAMnnfAAG7ynC,Balenciaga,26,65.38%,17,30.77%,1.69,,,,
/product/boohoo-amelie-ruffle-wrap-top/WIaC-8nnfAAHuKn3,Boohoo,26,80.77%,21,38.46%,1.27,,,,
/product/coast-faye-cold-shoulder-top/WJBaG8nnfAAFx0KD,Coast,26,92.31%,24,53.85%,1.31,,,,
/product/essentiel-floral-namory-loafers/WL7VX8nnfAAGC3mm,Essentiel,26,53.85%,14,34.62%,1.27,,,,
/product/finery-flute-sleeve-shift-dress/WHTnEsnnfAAFAyM4,Finery,26,38.46%,10,26.92%,2.81,,,,
/product/h-and-m-long-knitted-dress/Vnn0FeSw1DMThNPX,H&M,26,0.00%,0,0.00%,1.04,,,,
/product/hobbs-elmear-skirt/WIUZw0zt_QAF_y3V,Hobbs,26,38.46%,10,34.62%,1.08,,,,
/product/hotsquash-sunray-pleated-skirt/VtwVkOSw01U8QS9g,Hotsquash,26,30.77%,8,23.08%,1.27,,,,
/product/jigsaw-kittie-loafers/WDxOdEzt_QAHPEok,Jigsaw,26,26.92%,7,19.23%,1.35,,,,
/product/karen-millen-faux-leather-pencil-skirt/WI8pj1L6_wAGhRkG,Karen Millen,26,34.62%,9,26.92%,1.08,,,,
/product/matalan-flatform-sandal/VVJfp-SwDDsa1lEC,Matalan,26,92.31%,24,50.00%,1.27,,,,
/product/phase-eight-cindy-lace-full-length-dress/VIBfieSwpGDdDtMc,Phase Eight,26,23.08%,6,15.38%,1.38,,,,
/product/pull-and-bear-sequin-mom-fit-jeans/WCxnUFL6_wAGvdlc,Pull & Bear,26,84.62%,22,26.92%,1.54,,,,
/product/sandro-flocking-t-shirt/WI8RgM_0fgAFyjip,Sandro,26,46.15%,12,46.15%,1.12,,,,
/product/zoe-karssen-bananas-in-the-bahamas-swimsuit/VxAiPuSwMpmIkcps,Zoe Karssen,26,76.92%,20,38.46%,1.62,,,,
/product/and-other-stories-slim-leather-trousers/WH50UsnnfAAF_KpL,& Other Stories,25,36.00%,9,28.00%,1.16,,,,
/product/hades-the-smiths-jumper/V7N0OEzt_QAFHhZi,Hades,25,84.00%,21,24.00%,1.36,,,,
/product/house-of-holland-cara-t-shirt/WKTaS0zt_QAFTzbU,House of Holland,25,44.00%,11,32.00%,1.32,,,,
/product/isabel-marant-azel-leather-and-suede-ankle-boots/WHvcsMnnfAAFcUue,Isabel Marant,25,24.00%,6,20.00%,1.08,,,,
/product/jaeger-laboratory-leather-trousers/WAYmxFL6_wAGglT8,Jaeger,25,56.00%,14,36.00%,1.32,,,,
/product/me-and-em-high-rise-leggings/WIfRS8nnfAAFKkZO,ME and EM,25,40.00%,10,36.00%,1.04,,,,
/product/tee-and-cake-no-way-rose-hoodie/WFPka0zt_QAGYp3I,Tee and Cake,25,56.00%,14,40.00%,1.12,,,,
/product/topshop-madness-studded-boots/WJBX78nnfAAFx0AS,Topshop,25,84.00%,21,44.00%,1.76,,,,
/product/boden-backless-loafer/WJg50Ezt_QAGvGv-,Boden,24,16.67%,4,8.33%,1.54,,,,
/product/by-malene-birger-gassy-cropped-flared-trousers/WLCzt8nnfAAGhYzv,By Malene Birger,24,33.33%,8,29.17%,1.17,,,,
/product/coast-rita-metallic-stripe-dress/WDF4tkzt_QAGeS9r,Coast,24,100.00%,24,50.00%,1.58,,,,
/product/cos-unstructured-leather-backpack/V2P9R0zt_QAGByRO,COS,24,29.17%,7,12.50%,1.12,,,,
/product/essentiel-nobs-metallic-loafers/WL7VBcnnfAAGC3kn,Essentiel,24,50.00%,12,41.67%,1.17,,,,
/product/hudson-shoes-compound-boots/V9cxV8nnfAAFrNIO,Hudson Shoes,24,58.33%,14,58.33%,1.12,,,,
/product/l-k-bennett-mariel-saffiano-leather-bag/WCHADlL6_wAHTSwo,L.K. Bennett,24,33.33%,8,29.17%,1.17,,,,
/product/mango-floral-wrap-dress/WEmMRMnnfAAFrjK_,Mango,24,12.50%,3,0.00%,1.29,,,,
/product/ted-baker-honibea-botanical-coat/WC252FL6_wAGwkBW,Ted Baker,24,100.00%,24,87.50%,1.12,,,,
/product/uterque-block-heel-ankle-boots/WLR63kzt_QAGQlux,UterqÃ_e,24,45.83%,11,33.33%,1.25,,,,
/product/uterque-metallic-mules/WKxfrsnnfAAG8LVW,UterqÃ_e,24,54.17%,13,37.50%,1.12,,,,
/product/and-other-stories-turtleneck-dress/WIyer8_0fgAGZsuM,& Other Stories,23,39.13%,9,30.43%,2.87,,,,
/product/cartier-himalia-pearls-pendant/VC6vTeSwJciQHiE3,Cartier,23,100.00%,23,30.43%,1.7,,,,
/product/finery-salterton-polka-dot-blouse/WMKO1cnnfAAG8jDp,Finery,23,13.04%,3,13.04%,1.61,,,,
/product/ganni-doris-pumps/WLVE_snnfAAFUexk,Ganni,23,56.52%,13,43.48%,1.3,,,,
/product/grind-london-what-i-want-t-shirt/V1h1puSwa94gGMgt,Grind London,23,78.26%,18,39.13%,1.3,,,,
/product/gucci-double-g-buckle-belt/Vc8ZiOSw0SFdVIeu,Gucci,23,91.30%,21,26.09%,2.78,,,,
/product/karen-millen-ruffle-jacquard-blouse/WLQbzMnnfAAFXhGd,Karen Millen,23,43.48%,10,39.13%,2.3,,,,
/product/kg-kurt-geiger-ringo-buckle-boots/WL7elMnnfAAGC4oX,KG Kurt Geiger,23,52.17%,12,47.83%,1.17,,,,
/product/longchamp-roseau-club-ballerina-flats/WLiR48nnfAAF4AZh,Longchamp,23,43.48%,10,39.13%,1,,,,
/product/michael-michael-kors-sloan-denim-shoulder-bag/VsIM--Swm6hXvIF9,MICHAEL Michael Kors,23,73.91%,17,60.87%,1.22,,,,
/product/mih-jeans-parra-embroidered-denim-skirt/WI5eAVL6_wAFm4d0,MiH Jeans,23,47.83%,11,43.48%,1.04,,,,
/product/zara-floral-print-bodysuit/WAikRsnnfAAFcpa-,Zara,23,95.65%,22,52.17%,1.43,,,,
/product/zara-masculine-coat/V8nd7MnnfAAFjxaI,Zara,23,39.13%,9,21.74%,1.17,,,,
/product/and-other-stories-frilled-merino-wool-jumper/WLmBFEzt_QAFMxnY,& Other Stories,22,86.36%,19,77.27%,1.27,,,,
/product/and-other-stories-snake-embossed-leather-bag/WMhtrsnnfAAGTIGZ,& Other Stories,22,36.36%,8,36.36%,1.14,,,,
/product/carvela-kurt-geiger-micro-din-bag/VxuaSeSwI8hLrjv1,Carvela Kurt Geiger,22,36.36%,8,31.82%,1.09,,,,
/product/gucci-leather-beret/V-klQ0zt_QAFePc-,Gucci,22,77.27%,17,59.09%,1.82,,,,
/product/marks-and-spencer-autograph-spotted-long-sleeve-dress/WMfcCMnnfAAFgOya,Marks and Spencer - Autograph,22,18.18%,4,4.55%,1.09,,,,
/product/marks-and-spencer-bird-jacquard-bomber-jacket/WAYMBMnnfAAGgA6A,Marks and Spencer,22,90.91%,20,45.45%,1.18,,,,
/product/oasis-embroidered-bomber-jacket/WHSqU0zt_QAG85kZ,Oasis,22,9.09%,2,0.00%,2.05,,,,
/product/rouje-les-filles-en-rouge-t-shirt/V4Ymm0zt_QAF71ir,Rouje,22,63.64%,14,18.18%,1.23,,,,
/product/topshop-hawk-croc-boots/WI9JqsnnfAAGorKj,Topshop,22,90.91%,20,27.27%,1.41,,,,
/product/topshop-metallic-pleated-midi-skirt/VhGHE-SwzMHMwxoe,Topshop,22,90.91%,20,63.64%,1.41,,,,
/product/urban-outfitters-cropped-puffer-jacket/WExFEcnnfAAFXxJW,Urban Outfitters,22,68.18%,15,36.36%,1.14,,,,
/product/whistles-made-oval-drop-earrings/WMfC4MnnfAAG9WQ3,Whistles,22,50.00%,11,40.91%,1.23,,,,
/product/zara-oversized-suede-biker-jacket/V-xTlsnnfAAFqKPq,Zara,22,81.82%,18,50.00%,1.32,,,,
/product/zara-tweety-clutch/V8VBlNwOggAGijCo,Zara,22,90.91%,20,22.73%,1.36,,,,
/product/adidas-gazelle-og-suede-and-leather-sneakers/VD6XYeSwi9CrEsCp,adidas,21,100.00%,21,100.00%,1,,,,
/product/french-connection-dionne-floral-embroidered-jeans/VxpusuSwy7jifbKq,French Connection,21,80.95%,17,66.67%,1.29,,,,
/product/jaeger-boiled-wool-patch-pocket-coat/WJwunUzt_QAFJvG3,Jaeger,21,61.90%,13,61.90%,1.1,,,,
/product/l-agent-by-agent-provocateur-lili-plunge-bra/VrHkPOSwZFBx6K1c,L'agent by Agent Provocateur,21,95.24%,20,85.71%,1.1,,,,
/product/marks-and-spencer-autograph-poplin-long-sleeve-shirt/WHdZpMnnfAAG7zKZ,Marks and Spencer - Autograph,21,19.05%,4,9.52%,1.1,,,,
/product/marks-and-spencer-belted-paper-bag-wide-trousers/WGu3b8_0fgAGIP_X,Marks and Spencer,21,71.43%,15,28.57%,1.19,,,,
/product/rag-and-bone-vintage-t-shirt/WKcYYEzt_QAGg9X0,rag & bone,21,42.86%,9,38.10%,1.19,,,,
/product/river-island-faux-suede-shearling-coat/V9H_BsnnfAAGoiUH,River Island,21,76.19%,16,33.33%,1.52,,,,
/product/river-island-frill-hem-cropped-jeans/WBBkqc_0fgAGrFfm,River Island,21,85.71%,18,33.33%,1.57,,,,
/product/sandro-jim-ankle-boots/V8MUIM_0fgAFD3GG,Sandro,21,71.43%,15,52.38%,1.05,,,,
/product/sandro-malory-trench-coat/VzLrQuSw1ZnmLq_d,Sandro,21,23.81%,5,9.52%,3.43,,,,
/product/sweaty-betty-method-softshell-ski-jacket/WEfk6NYBgAAGS8w3,Sweaty Betty,21,85.71%,18,47.62%,1,,,,
/product/urban-outfitters-mr-sparkle-sock/U39BmOSwl5Pyo36G,Urban Outfitters,21,100.00%,21,42.86%,1.1,,,,
/product/warehouse-pleated-shift-dress/WDyrYkzt_QAHPI63,Warehouse,21,23.81%,5,23.81%,1.19,,,,
/product/whistles-vacation-logo-sweatshirt/WGF-jUzt_QAGkHzu,Whistles,21,76.19%,16,66.67%,1.1,,,,
/product/and-other-stories-snake-embossed-boots/WIttwsnnfAAGVf5A,& Other Stories,20,55.00%,11,45.00%,1.15,,,,
/product/bimba-y-lola-banana-print-swimsuit/VSa78uSwolR1d8XC,Bimba Y Lola,20,85.00%,17,35.00%,1.3,,,,
/product/coast-jana-mono-top/WHIkyM_0fgAGgRh8,Coast,20,90.00%,18,70.00%,1.5,,,,
/product/isabel-marant-minimal-disc-bracelet/V2zP-0zt_QAGm9Pu,Isabel Marant,20,50.00%,10,45.00%,1,,,,
/product/louis-vuitton-star-trail-ankle-boots/V6GW5kzt_QAGpRIR,Louis Vuitton,20,95.00%,19,65.00%,1.05,,,,
/product/maje-reason-embroidered-honeycomb-knit-dress/Vp4HKeSw59zlktGQ,Maje,20,65.00%,13,45.00%,1.5,,,,
/product/oasis-animal-pleat-dress/V-72pkzt_QAHAPfb,Oasis,20,60.00%,12,35.00%,1.05,,,,
/product/vagabond-jill-tall-hiker-boots/WFEBic_0fgAG9suu,Vagabond,20,35.00%,7,25.00%,1.25,,,,
/product/zara-camouflage-jacket/WAUPwM_0fgAG2-D8,Zara,20,80.00%,16,25.00%,1.55,,,,
/product/and-other-stories-flower-power-pleats-dress/WKxFSUzt_QAFDSW6,& Other Stories,19,100.00%,19,10.53%,1.37,,,,
/product/boden-penelope-blouse/WNI_Y0zt_QAG8AAF,Boden,19,21.05%,4,10.53%,1.11,,,,
/product/champion-applique-hoodie/V6DDh0zt_QAHnD-e,Champion,19,57.89%,11,47.37%,1.32,,,,
/product/coast-roxie-bell-sleeve-dress/WEkaycnnfAAFsSmA,Coast,19,94.74%,18,47.37%,1.16,,,,
/product/fila-t-shirt-dress/V6MKCkzt_QAGqeU6,Fila,19,89.47%,17,31.58%,1.53,,,,
/product/finery-kristy-bowling-bag/WHTnIMnnfAAGkgBO,Finery,19,52.63%,10,47.37%,1.11,,,,
/product/ganni-ferris-bomber-jacket/WIeuu8nnfAAFKiSc,Ganni,19,47.37%,9,47.37%,1.11,,,,
/product/gucci-marmont-velvet-bag/V9MA98nnfAAGpCFO,Gucci,19,94.74%,18,63.16%,1.26,,,,
/product/hudson-shoes-kiver-suede-boots/V9cu-snnfAAFrNCM,Hudson Shoes,19,15.79%,3,10.53%,3.47,,,,
/product/me-and-em-leather-wrap-skirt/WCBDucnnfAAGANJq,ME and EM,19,47.37%,9,42.11%,1.21,,,,
/product/monki-rory-backpack/VdTJleSwlgD9Brz4,MONKI,19,57.89%,11,31.58%,1.16,,,,
/product/monki-shearling-kimono-coat/WAh0M1L6_wAG0ZFg,MONKI,19,84.21%,16,15.79%,1.21,,,,
/product/monsoon-victoriana-lace-frill-blouse/WBXnUs_0fgAGXXpR,Monsoon,19,57.89%,11,31.58%,1.21,,,,
/product/rouje-laura-dress/V44HrUzt_QAFs3j1,Rouje,19,78.95%,15,26.32%,1.26,,,,
/product/saint-laurent-curtis-80-ankle-boots/WKv3NsnnfAAG7xHK,Saint Laurent,19,57.89%,11,52.63%,1.11,,,,
/product/sandro-rita-mules/WB34osnnfAAGi0GQ,Sandro,19,68.42%,13,47.37%,1.47,,,,
/product/superga-suede-flatforms/VKXkGeSw-pYK5_f1,Superga,19,89.47%,17,31.58%,1.11,,,,
/product/topshop-arya-all-in-one-ski-jumpsuit/Vp0dvuSw59zlkr3O,Topshop,19,89.47%,17,42.11%,1.58,,,,
/product/warehouse-stripe-tie-waist-dress/WMECnUzt_QAFUrnE,Warehouse,19,21.05%,4,10.53%,1.05,,,,
/product/whistles-stepped-hem-crop-knit/WLoWP8nnfAAFrwd4,Whistles,19,36.84%,7,26.32%,1.26,,,,
/product/zara-puffer-jacket/WFADncnnfAAHihHS,Zara,19,94.74%,18,63.16%,1.32,,,,
/product/zoe-karssen-star-bomber-jacket/VaFf-uSwBtTrJFNt,Zoe Karssen,19,68.42%,13,52.63%,1.11,,,,
/product/acne-jensen-boots/WFCPFsnnfAAHioVQ,ACNE,18,72.22%,13,72.22%,1.06,,,,
/product/all-saints-sancia-lotto-coat/WLaqWcnnfAAF_Tm7,All Saints,18,33.33%,6,27.78%,1.11,,,,
/product/and-other-stories-meadow-dress/WKNsLMnnfAAGGE1F,& Other Stories,18,72.22%,13,22.22%,1.5,,,,
/product/and-other-stories-wool-mix-knit/WHlQNcnnfAAFnNnv,& Other Stories,18,11.11%,2,5.56%,1.11,,,,
/product/balenciaga-semi-structured-leather-backpack/U2FYueSwwd6bdTo5,Balenciaga,18,100.00%,18,83.33%,1.17,,,,
/product/clarks-isabella-carla-brogues/VaAGh-Sw_fOSlFdF,Clarks,18,77.78%,14,61.11%,1.06,,,,
/product/dior-leather-and-canvas-boots/WEq8rsnnfAAG8jOf,Dior,18,88.89%,16,66.67%,1.06,,,,
/product/esprit-faux-fur-teddy-coat/VikuU-Swnprq0c3p,Esprit,18,94.44%,17,66.67%,1.06,,,,
/product/finery-rosetta-velvet-jumpsuit/WCsHZ1L6_wAGxbYX,Finery,18,44.44%,8,22.22%,1.61,,,,
/product/karen-millen-bib-front-shirt/WLQbGcnnfAAFXhC5,Karen Millen,18,55.56%,10,55.56%,1.17,,,,
/product/lavish-alice-x-lindsay-lohan-fringe-tapered-leg-trousers/Vk2Zc-Swx0eG5hFd,Lavish Alice X Lindsay Lohan,18,88.89%,16,38.89%,1.39,,,,
/product/mango-crystal-slip-on-loafers/WKG4KsnnfAAFaaiB,Mango,18,66.67%,12,16.67%,1.22,,,,
/product/markus-lupfer-dreams-never-end-kate-tee/WKTawUzt_QAFTzgv,Markus Lupfer,18,66.67%,12,55.56%,1.22,,,,
/product/public-desire-vera-lace-up-heels/Vw6yUeSw1T6z9cCI,Public Desire,18,83.33%,15,61.11%,1.22,,,,
/product/sandro-alexine-boots/Vor77-SwRB8_8PaQ,Sandro,18,77.78%,14,66.67%,1.06,,,,
/product/sleepy-jones-marina-striped-pyjama-shirt/Vp0-veSw59zlksIm,Sleepy Jones,18,5.56%,1,0.00%,1.39,,,,
/product/topshop-moto-vinyl-jamie-jeans/WFfhxMnnfAAFJC1A,Topshop,18,77.78%,14,38.89%,1.44,,,,
/product/vagabond-katlin-pointed-mules/WJRk28nnfAAG_87N,Vagabond,18,11.11%,2,11.11%,1.33,,,,
/product/zara-cape-blazer/VYEoR-SwlTqGB4HD,Zara,18,100.00%,18,55.56%,1.11,,,,
/product/zara-embroidered-dress/V78OBs_0fgAH6hLl,Zara,18,94.44%,17,38.89%,1.5,,,,
/product/acne-studios-deborah-ribbed-sweater/WAh1vlL6_wAG0ZMW,Acne Studios,17,52.94%,9,35.29%,1.41,,,,
/product/adidas-stan-smith-nubuck-sneakers/WFj5R8_0fgAFsHlR,adidas,17,94.12%,16,41.18%,3.29,,,,
/product/american-apparel-high-waist-jean-cuff-short/VZGff-SwUMfcW1C-,American Apparel,17,100.00%,17,88.24%,1.06,,,,
/product/and-other-stories-waisted-snowflake-dress/WNPhl0zt_QAHJE6H,& Other Stories,17,23.53%,4,23.53%,1.12,,,,
/product/asos-pearl-embellished-jeans/V_uA9dYBgAAG5RfV,ASOS,17,100.00%,17,52.94%,1.29,,,,
/product/boden-brighton-biker-jeans/WLSuz8nnfAAFX4kQ,Boden,17,17.65%,3,11.76%,1.06,,,,
/product/boden-florence-jacket/WMlZ7MnnfAAGhgGu,Boden,17,29.41%,5,29.41%,1.53,,,,
/product/boden-riviera-skirt/WLSj-snnfAAFX3ip,Boden,17,58.82%,10,47.06%,2.35,,,,
/product/burberry-heart-print-trench-coat/WFknBEzt_QAFA2Gk,Burberry,17,82.35%,14,47.06%,1.35,,,,
/product/by-malene-birger-zio-sequined-turtleneck-top/VCg9UOSw9UdloGi2,By Malene Birger,17,70.59%,12,23.53%,1.59,,,,
/product/cos-cross-back-jumpsuit/WEAl7cnnfAAGSWMx,COS,17,52.94%,9,23.53%,1.24,,,,
/product/elizabeth-and-james-mckinley-sunglasses/WLGLxUzt_QAGtcZv,Elizabeth and James,17,76.47%,13,23.53%,1.18,,,,
/product/finery-leather-sling-back-shoe/WL66OsnnfAAGxP67,Finery,17,47.06%,8,41.18%,1.65,,,,
/product/hobbs-tegan-ankle-boots/ViY9ROSwc-wtNoEs,Hobbs,17,23.53%,4,11.76%,1.29,,,,
/product/hush-lightning-bolt-sweat-top/WJC2SFL6_wAHGG7K,Hush,17,70.59%,12,41.18%,1.65,,,,
/product/l-k-bennett-felicity-stripe-coat/WMfWP8nnfAAG-F6j,L.K. Bennett,17,47.06%,8,41.18%,1.06,,,,
/product/mango-decorative-bows-sweater/WHeDY8nnfAAG75LG,Mango,17,76.47%,13,41.18%,1,,,,
/product/mango-floral-tulle-dress/WKGnNsnnfAAGacK4,Mango,17,41.18%,7,47.06%,1,,,,
